duplicate	/tmp is not ready or not present	"long" time booting because "/tmp is not ready or present"
non-duplicate	VirtualBox errors out when trying to install Ubuntu (failed to open ISO)	How can I find out what is causing my gnome-panel to freeze?
duplicate	How do I change the GRUB boot order?	change boot loader order
duplicate	"GNUTLS ERROR: A TLS packet with unexpected length was received" when I connect my iPhone 3G	Unable to mount Iphone
duplicate	amd64, i386 (32bit / 64bit) - Which version to choose?	Which is the correct ISO file to download Ubuntu 13.04 on a laptop with an Intel Core i5 processor?
duplicate	How can I stop being prompted to unlock the 'default' keyring on boot?	Keyring On Startup popup
duplicate	How can I improve overall system performance?	New system runs WAY slow.. What to look for?
non-duplicate	I have Ubuntu 12.04LTS installed, how do I upgrade to 12.10 using a DVD?	Boots into Console instead of GUI. GUI Wanted instead
non-duplicate	vsFTP, Apache Setup	unable to type commands in terminal
duplicate	How do I change my wallpaper in Lubuntu?	is there a way to access "appearence" in Lubuntu?
non-duplicate	DWM with GNOME Classic	Can I make Ubuntu boot from a SD card?
duplicate	Unity doesn't load, no Launcher, no Dash appears	Only wallpaper shows after install 13.04
non-duplicate	Can't upgrade to ubuntu 12.10 - Radeon 7470M issue	linux-swap partition is in extended drive
non-duplicate	Trying to install eclipse kepler with oracle java7	Problem installing Netbeans 7.0.1
non-duplicate	Problems running Grisaia no Kajitsu with Wine HQ on Ubuntu 14.04	Nautilus left pane does not expand
duplicate	Where can I order or request an Ubuntu Installation CD or DVD?	Can I get copies of Ubuntu 13.04 on CD's to give our Free Software Club members?
duplicate	Desktop forgets theme?	gnome-settings-daemon doesn't apply themes, unless I kill it and start it manually
duplicate	How to list all installed packages?	How to see all installed softwares?
duplicate	What should I do when Ubuntu freezes?	firefox crashes when I use BASH (ubuntu 12.04 lts)
non-duplicate	Devanagari fonts displayed improperly in Chromium	Add cron job on startup from a script
non-duplicate	network-manager openvpn dependencies issue - Install error - Ubuntu 13.10	How to connect and create a database in MySQL?
duplicate	Is there a way to stream Netflix?	Is it possible to get Netflix working with HTML5
non-duplicate	Ubuntu Customization	New to Ubuntu - Windows Expert seeking advice
duplicate	How can I install Adobe AIR?	Installing Adobe AIR on Ubuntu 12.04
duplicate	What Application Indicators are available?	Bandwidth monitoring indicator?
duplicate	Is it possible to upgrade ubuntu 12.04 to 12.04.1?	How do I get 12.04.1 to appear on the update manager
non-duplicate	How to access domains via IP using nginx?	How does the drop-down calendar in the panel work? New event button does not do anything
non-duplicate	Disk '/dev/sdb' doesn't contain a valid partition table	how to connect MBlaze Ultra 3G Plus in ubuntu 13.10
non-duplicate	How can I resize the volume OSD in Gnome3 (Shell)?	adobe flash ubuntu 12.04 LTS
non-duplicate	why won't my password authenticate the software updater?	Suspend mode not working on ubuntu 13.04
duplicate	What hardware does Ubuntu Touch support?	Gingerbread Android
non-duplicate	Hibernate and Suspend do not exist anymore, help	How can I edit the contextual (right-click) menu in Nautilus and Unity?
duplicate	Windows 8 no longer boots after Grub wiped out the Windows Bootsector	Windows 8 not launching after grub selection
duplicate	Installer gets stuck with a grayed out forward button	Installer won't let me continue, forward and skip buttons greyed out
non-duplicate	ubuntu 12.10 Cannot Play VCD	Can I configure separate sound volume for each user?
duplicate	iOS 7 Locked Bug via Ubuntu 13.10	How to allow iOS 7 iPhone to sync? "Trust this computer" appears endlessly
non-duplicate	A client for newsgroup or email	Failed to fetch file [..] binary-i386/Packages” error after adding and removing architecture
duplicate	There's an issue with an Alpha/Beta Release of Ubuntu, what should I do?	Installing UBUNTU 12.10 correctly on Dell Inspiron 6000 with 2 GB ram
duplicate	How can I fix a 404 Error when updating packages?	Error Updating System
non-duplicate	Shortcut for switching between applications	Weird "tapping" out of laptop speaker
non-duplicate	Ubuntu uses more virtual memory than the physical memory	Is there a recommended PPA for Ghostscript 9 on 10.04?
duplicate	How to remove "Apps Available for Download" from the applications lens?	Disable recommendation on application lens
duplicate	Whats the simplest way to edit and add files to "/var/www"?	How to create files and directorys in var/www?
duplicate	Why I Can't swap the windows on Window List at gnome panel after upgrading?	Restore rearranging programs on taskbar in classic mode?
duplicate	Can I run ubuntu with VMware?	How install ubuntu on vmware
non-duplicate	How to install the 'pgfplot' package in Lubuntu?	Which version should I download?
duplicate	Assigning shortcuts (accelerators) to Nautilus 3	Shortcut keys to create Empty Text Document in Nautilus?
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	How to make a proper Ubuntu/Windows 8 dual-boot using the Metro Bootloader?
duplicate	How do I go about porting Ubuntu Touch to different devices?	Porting Ubuntu Touch to BeagleBone Black
non-duplicate	no targets specified and no makefile found. stop	cannot find -lslink
duplicate	WICD tray icon doesn't show	Wireless and network icon dissapeared
non-duplicate	Grub menu still shows after Ubuntu uninstallation	apt-get hang at Rsyslog
duplicate	numlockx no longer works after upgrade to 11.10	How to set up Ubuntu 11.10 to automatically turn NumLock on when boot-up?
duplicate	Is it possible to have 32 bit libraries installed on a 64 bit system?	How do I install 32-bit packages on a 64-bit system?
duplicate	Custom Ubuntu launcher doesn't launch	How do I replace a binary with a shell script in a unity launcher?
duplicate	How do I improve boot speed?	How do I speed up boot time?
non-duplicate	Disabling windows only features (Intel SRT, etc) so I can install Ubuntu (Dell XPS 15)	Udev alternates between correct and incorrect network configuration on subsequent reboots
non-duplicate	Mounting Network Share Folder using Active Directory Credentials	Desktop icons properties in Xubuntu Xfce?
non-duplicate	Alt+F2 (Run Application) doesn't work for custom commands	Battery Drains very fast
duplicate	My computer boots to a black screen, what options do I have to fix it?	Why does my iMac boot to a black screen when trying to install 12.04?
duplicate	Sound problem on both Speakers and HeadPhones	Sound is muted on start up
duplicate	Wubi Windows installer downloads wrong Ubuntu image	64 bits OS on a 32 bits laptop computer
non-duplicate	Why folder is not sharing in ubuntu 13.10?	How to let my computer boot Ubuntu installation dvd instead of Windows?
non-duplicate	Unmet dependencies error while installing uuid-dev	How do I set up bash completion for command arguments?
non-duplicate	Video players don't show up properly in web browsers	Lockd Freezes once or more per day
non-duplicate	Why is a .Trash-1000 hidden folder created when I try to delete files from a mounted MicroSD card?	Touchpad not recognized on new Ultrabook
non-duplicate	Boot Failure with Ubuntu 12.10 64 bit	File Sharing Ubuntu Desktop 14.04 & OSX Mavericks
non-duplicate	USB ports and sound are not working in Ubuntu 10.04 LTS	Windows 7 Virtualized on Ubuntu Server
duplicate	How do I install Java?	How do I install Java?
duplicate	How to prevent updating of a specific package?	How to avoid updating some packages
non-duplicate	How do I set up a dual boot with Windows and Ubuntu?	Bash scripting issue for a bifurcation diagram data generation
non-duplicate	Fresh install of Ubuntu 13.04 with only one partition: can I add a /home partition now?	Ubuntu deleted files from guest account desktop
duplicate	Will all my settings be kept if I update from to the next version of Ubuntu?	What happens with my settings, programs and files if I upgrade Ubuntu?
duplicate	How do I make a program auto-start every time I log in?	How to run compiled C++ program on startup?
duplicate	How can I assign actions to all my mouse buttons?	Configure buttons on Logitech M705
duplicate	How do I restart /shutdown from a terminal?	what is the right way to shutdown ubuntu using the command line?
non-duplicate	Weak wi-fi signal?	after Installing UBUNTU 12.10, screen get stucked after some time
non-duplicate	Does Ubuntu have support for Sony vaio pro series	What are some “must have” Ubuntu programs?
duplicate	Will Ubuntu Touch work on my tablet or phone?	Ubuntu Mobile OS for my Nokia C7
duplicate	problems in fetching upgrades	Cannot download anything on ubuntu, any ideas?
duplicate	How do I install Ubuntu inside VirtualBox?	Downloading Ubuntu in Windows through Virtual Box
duplicate	How many maximum CPUs does Ubuntu support by default?	Will Ubuntu Server 12.04 run on a system with 8 physical CPUs?
duplicate	How do I get AMD/Intel Hybrid Graphics drivers to work?	Ubuntu 13.04 AMD/Intel Hybrid Graphics is not working
duplicate	Fuzzy text in Unity title bar	Awful green shadows round the chars and icons on panel (Radiance theme, Ubuntu 12.04)
non-duplicate	System Settings icons missing in 14.04	How to quickly open an application for the 2nd time via Dash?
duplicate	How to compile source code from a tarball?	How can I install firefox manually?
non-duplicate	Can't seem to get script/cron job to work?	where is my ubuntu 12.10?
duplicate	How to remove session entries from LightDM?	Remove Lubuntu entries from login screen
duplicate	Wifi for Centrino Wireless-N 1000 Intel Corporation (HP pavillion dm4 - 2070us) is not working	Wifi disabled for Intel Centrino Wireless-N 1000 Intel in 12.04
non-duplicate	I'm new to Ubuntu, and I'd like to know how the Firefox browser really works. Strange, after Windows System(s)....	Is Toshiba L50-A-1CU compatible with Ubuntu?
duplicate	How do I remove the extra Ubuntu option on the Windows Boot Manager menu?	Ubuntu uninstall problem
non-duplicate	MAAS nodes stuck on "maas-enlisting-node"	ActionSelectionPopover - populate dynamically
non-duplicate	How do I move (copy) my entire Ubuntu system to a different hard disk?	Can't install android tools (Ubuntu 12.04)
duplicate	How do I install Ubuntu to a USB key? (without using Startup Disk Creator)	How can I install persistent Ubuntu 13.04?
non-duplicate	Is there any voice recognition software(G.U.I) for ubuntu destop?	How do I enable my wireless card? (Dell Inspiron 9400 with Ubuntu 12.10)
non-duplicate	how do I execute sh file in Ubuntu 13.04?	Gateway ML3109 only boots with "acpi=off"
duplicate	Mac OSX update broke booting Ubuntu	After Apple upgrade I'm unable to boot into my ubuntu 13.10 via refit partition
non-duplicate	Xubuntu resolution limited, clean install	Dual Monitor on Virtualbox with 3D Acceleration
non-duplicate	Wifi not working on Toshiba Satillite s55 with ubuntu 13.04	display just blinks after installing Lubuntu
duplicate	Assign multiple keyboard shortcuts for one action	How do you assign multiple keyboard shortcuts for one action?
non-duplicate	How to improve GUI and font appearance of programs installed under CrossOver?	XFS partiton: can't fix missing superblock issues
duplicate	How to change the color of the scroll bar?	Increase scrollbar contrast
duplicate	How can I stop being prompted to unlock the 'default' keyring on boot?	Unlock Login Keyring problem - ubuntu 12.04 LTS
duplicate	How can I fix a 404 Error when updating packages?	apt-get update throws 404 errors
duplicate	Nothing shows up in the terminal when I type my password	I cannot enter my password when using sudo to install Sophos AV for Linux
duplicate	Recommendations for a Windows Media Centre substitute?	Windows media center alternatives
non-duplicate	Is it wise to use an older version of Ubuntu?	Cross-compilation issues with GCC/G++
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	No boot option after install alongside Windows 8
non-duplicate	firefox can not display some icons of some english sites	Problem with installation Ubuntu 13.10 and 12.04
non-duplicate	Package operation failed due to incorrect version of Python	Problem with Arcam rpac and Ubuntu 12.04
duplicate	Can I use a C/C++ compiler?	unable to use static variable in c program
non-duplicate	How can I set a persistant proxy server setting for the guest account?	Is there any way to access USB drive from desktop
non-duplicate	Why would the aptitude binary be missing if its package is installed?	Unable to connect to the internet
duplicate	My computer boots to a black screen, what options do I have to fix it?	Black screen installing ubuntu server 12.04 64 bit
non-duplicate	Banshee stops autoplaying, I must manually click on the song to play	Grub fails to boot windows 7, no such partiton error
duplicate	Increase the /home partition without losing the data	How do I extend my Ubuntu partition?
non-duplicate	Running Ubuntu on a Microprocessing Board	pdfbeads will only output a single page
duplicate	How to change time-zone settings from the command line	How to change timezone?
duplicate	How do I get the GUI to come back?	After Installing 12.04.1 I Have No GUI?
non-duplicate	'No Battery Present' on a Toshiba Satellite L655	Is there a driver for Canon MF4800?
duplicate	How do I recover my accidentally lost Windows partitions after installing Ubuntu?	2 Terra Byte Data Loss please help
non-duplicate	Network proxy is not applied	Getting errors after setting up apt-mirror
non-duplicate	I can't find gnome-system-tools in gconf-editor	Why have all my files become read-only?
duplicate	Permanantly set monitor as primary	How to change primary monitor permanently (with ATI driver)?
duplicate	Can't boot after recent system update	Ubuntu 12.04 not usable after updating
duplicate	Booting in kiosk mode	I need minimalistic Ubuntu OS for Internet cafe PC
duplicate	How to use apt-get/synaptic behind a proxy?	Setting proxy works for Firefox but not the package manager
duplicate	Gedit: Saving has been disable by system administrator	Saving has been disabled by system administrator
non-duplicate	Unable to install java sdk, via java_ee_sdk-7-jdk7-linux-x64.sh	Install Ubuntu10.04 on LVM :: error: no such disk
duplicate	500 OOPS: vsftpd: refusing to run with writable root inside chroot() Keep user jailed	500 OOPS: vsftpd: refusing to run with writable root inside chroot() Login failed
duplicate	How do I boot into recovery mode?	Ubuntu boot menu options
non-duplicate	More helpful network error	permission denied in sites-available
non-duplicate	Ubuntu install problems (runs prompt then crash)	No audio outputs showing up, audio output is working
non-duplicate	No Cursor with Logitech Mouse With Unifying Receiver	Why isn't Deja Dup making room for more backups?
non-duplicate	How do I paste the contents of a folder into the www root folder?	How to take an image of the entire hard disk?
non-duplicate	software updater not updating ubuntu 13.04	Ubuntu 14.04 64-bit Laptop cannot remain powered off. After shutdown, powers off, but then restarts
non-duplicate	How do I turn off the keyring in ubuntu?	How do I search within a particular directory using the locate command?
duplicate	How to delete/edit files from readonly filesystem	How to forcefully delete files (system files)
non-duplicate	How to go between partitions in terminal	"Dependancy is not satisfiable" in trying to install two drivers for my Epson NX420 printer/scanner
non-duplicate	Where is Rhythmbox when I close the window?	How to speed up SSH login using a public key and PuTTY?
duplicate	How do I install Java?	i am unable to install java on my machine please someone help me out
non-duplicate	-gt: unary operator expected error on bash	Need some info about wine
non-duplicate	How to replace all images in Libreoffice with their description	Panel with apps from left to the bottom?
non-duplicate	Increase the /home partition without losing the data	What is the meaning of `ppa:x/y`
duplicate	How do I install Java?	I can't put my java jdk7 file into my usr/lib because it says Permission denied when I click show more
duplicate	How to move the  Dash launcher home button to the panel?	Dash home as was in 11.04
duplicate	"GNUTLS ERROR: A TLS packet with unexpected length was received" when I connect my iPhone 3G	"GNUTLS ERROR: A TLS packet with unexpected length was received." when mointing with ifuse
duplicate	Is it possible to extend the disk space available to a wubi install?	Increase space for /root in Ubuntu Wubi
non-duplicate	what does this mean "80/tcp filtered http"	Battery not detected
duplicate	How do I install Ubuntu TV on my computer?	How do install Ubuntu TV on 12.04?
duplicate	Grub rescue - error: unknown filesystem	Tried results that I searched but was not successful :( "error: unknown filesystem. grub rescue>"
duplicate	Unable to lock the administration directory (/var/lib/dpkg/) is another process using it?	Why is that updating problem after just installing ubuntu 12.04?
non-duplicate	Markdown, LaTeX combined in WYSIWYG editor. Is there any?	Is there a screensaver settings GUI for OpenBox/LXDE?
non-duplicate	Does Unity 2d support lenses?	After 12.04 installation on Dell Inspiron 1520, no wired connectivity
non-duplicate	Ubuntu Bind9 set up and resolv.conf	Getting Error while trying to install liferea RSS Reader
non-duplicate	top command not clear	Afterv upgrade of 11.10 to 12.04 my laserjet 5P did not work
duplicate	My computer boots to a black screen, what options do I have to fix it?	Black screen after upgrading to 12.10
duplicate	Playing Sound with Ubuntu QML Toolkit preview	How do I use qtmultimedia in qml?
duplicate	Mouse cursor flickering and disappearing	Flickering mouse?
non-duplicate	Possible to have a deeper zoom on Images in Nautilus?	Trouble running Ubuntu12.04 on MSI CX620
duplicate	How do I fix Flash issues?	Is there any way to synchronize flash audio and video?
non-duplicate	How do I prevent a HP Pavilion DV6700 from overheating?	Wallpapers are not fully "zoomed" (awsetbg -f) in awesome
duplicate	How to manage users and groups?	How do I add the "user and groups" application?
non-duplicate	Dual Boot 2 separate SSD drives?	Err http://mirror.rackspace.com/ubuntu/ Unable to fetch some archives
non-duplicate	HP DL360 G4 screen resolution problem	How do I know my system is broken after chown -R root usr/bin?
non-duplicate	where o where are mounts specified in Ubuntu if not in /etc/fstab or /lib/init/fstab?	When (in-place) upgrading to 11.04 are existing installs transferred to Unity?
non-duplicate	Unity 3d Support	Xubuntu 14.04 black screen after monitor off/on
non-duplicate	How to transfer bookmarks from windows to ubuntu!	Can I dual boot a Nexus 4 with Touch preview?
non-duplicate	Unable to access MAAS nodes	ubuntu 13.10 performance for 1 GB machine
duplicate	Where I can download the Wubi installer for Ubuntu 10.04 LTS?	Download wubi 10.04
duplicate	How can I get Broadcom BCM4311 Wireless working?	Wireless doesn't work after installing 11.10
non-duplicate	Ubuntu doesn't recognize Android devices anymore	Kubuntu 12.10 not seeing usb drive formatted ntfs
duplicate	How can I install Sun/Oracle's proprietary Java JDK 6/7/8 or JRE?	How do I install oracle jdk 7 on ubuntu server 12.04?
non-duplicate	Can't start apache2 with error "bus error"	Mount Hfsplus partition of a disk image
non-duplicate	Does the alternate installer (12.04) allow dual booting in Windows (resizing partition)?	Can I install Ubuntu on P4 Machine with Windows XP
non-duplicate	Hybrid wireless network repeating	Why does ubuntu 12.04 freeze?
duplicate	How can I install Ubuntu without removing Windows?	How to Install Ubuntu on separate hard drive in a dual boot?
non-duplicate	How can I connect to a Microsoft Access database using PHP?	I cannot copy and paste between window and ubuntu with LXDE desktop
duplicate	My computer boots to a black screen, what options do I have to fix it?	black screen on booting into Ubuntoon Windows 7 PC - Nvidia card
non-duplicate	I cannot boot into Windows 8 after installing Ubuntu	Strange thing happening in command prompt
non-duplicate	Installing ubuntu on mid 2012 iMac	Installation requirements
duplicate	How can I edit/create new launcher items in Unity by hand?	How To Create Launcher For Application?
duplicate	What hardware does Ubuntu Touch support?	is it possible to install ubuntu touch in HTC Desire X
non-duplicate	Linking multiple sounds cards in order to play sound over all of them simultaneously.	Gparted can't create ext3 or ext4 partitions
duplicate	Broadcom STA driver fails to install missing wl on Ubuntu 12.04.3 LTS / Linux 3.8	Wireless still does not work 12.04 Dell Dimension 3000
non-duplicate	Does installing with wubi affect performance?	(12.04 vm/server) Dist-upgrade to 3.2.0-63 wants to remove git (1.9.2) and git-core - is that the correct behavior?
duplicate	What hardware does Ubuntu Touch support?	Im a developer is ubuntu mobile going to work on my motorola atrix 2?
duplicate	Black screen after upgrading to 12.10	12.10 doesn't boot after installation
non-duplicate	Search and download audio-only from youtube	System does not boot after changeing partitions
duplicate	How do I switch to the Classic GNOME Desktop?	Ubuntu 11.04 with Gnome 2?
non-duplicate	Use gcc-4.6-arm-linux-gnueabihf to compile .c file, What is the command?	Resolution issue causing login screen loop
duplicate	How do I install .run files?	How to install a program ending in ".run" using terminal
duplicate	Videos have blue faces when I play them	Why are all the people colored blue in my videos?
duplicate	How do I find out which version and derivative of Ubuntu is right for my hardware in terms of minimal system requirements?	Suggest me which version ubuntu is to download for my system configuration
duplicate	Installing Broadcom Wireless Drivers	How to get my Broadcom 4365 WiFi adapter working?
duplicate	How do I replace the MeMenu username with my actual name?	How to remove username from "Me" menu (right near to power button on the top panel)?
duplicate	Do I need to have 'antivirus software' installed?	Does Ubuntu really need an anti-virus?
non-duplicate	Compiz eating all CPU	Unable to locate package kubuntu-plasma5-desktop on 14.04
duplicate	How do I install fonts?	Is there a way to install multiple fonts on Ubuntu without needing to do them one at a time?
non-duplicate	How would one change the GDM theme in Ubuntu 12.04?	Am I permitted to create custom metapackages in PPAs?
non-duplicate	Why will network manager not allow me save my VPN settings?	Remove ATI video card and install Asus/Nvidia 210 silent
non-duplicate	Internet doesn't work decently, I'm hardly regretting for chosing Ubuntu	how to get  ubuntu on  bootloader
non-duplicate	How to install cuttlefish in Ubuntu 13.04	Continuous integration for Ubuntu Phone?
non-duplicate	Dynamic Proxy with password	Add Ubuntu live to another ubuntu+windows system
duplicate	How to remove the Mail icon indicator applet?	How can I remove the messaging menu in 11.10?
non-duplicate	How can I remove the grayscale page background of a PDF document scan while preserving the text? (Binarization)	How to write to data to copy and paste buffer?
non-duplicate	Screen tearing while watching video	double click a file to run a specific command
duplicate	How to make a partition windows can read?	How to create NTFS partition in ubuntu 13.04
duplicate	Flash Webcam non responsive	How can I make Flash work with my webcam? 
non-duplicate	Unity Attribute Error when resetting	Flashy boot in 14.04 Please help!
non-duplicate	Syncing super users mail on a server to another PC?	Updated 11.04 to 11.10 of Ubuntu, and now the Ubuntu Software Center does not run properly
duplicate	How do I update my nvidia modules after updating my kernel?	nvidia driver stops working after kernel update
non-duplicate	Problem with Quickly text input field	Compiz not drawing window controls
non-duplicate	Get more information about the crash	Working with byobu splits
non-duplicate	aircrack-ng channel problem  under 12.04 LTS	Unable to use Netflix - still asked to install silverlight. Firefox, pipelight, silverlight enabled, passed troubleshooting
non-duplicate	Screen backlight control for Asus G55V	Can I disable Ubuntu One syncing for open documents?
duplicate	How do I reset a lost administrative password?	Password change HELLLPPP
duplicate	How to add a PPA on a server?	How can I install add-apt-repository
non-duplicate	Ubuntu 13.10 with Bugzilla 4.4.2 problem with .htaccess	How to create Live USB from a running Ubuntu installation
duplicate	How can I install software or packages without Internet (offline)?	Saving deb files from repositories to a custom location for installing offline
non-duplicate	How to make (k)ubuntu 13.10 automatically wake from suspend?	How to update Gnome to 3.4?
non-duplicate	Is QML the only way to create apps in Ubuntu for tablets?	Problem opening a file without an extension
non-duplicate	Cant update to 12.04	Does running Ubuntu on a Dell laptop sold with Windows void the warranty?
duplicate	How do I install Unity 3-D web player?	How can I play online 3d games?
non-duplicate	Mouse stopped working after new installation 12.04	Unity, gnome-shell and Cinnamon don't have their top panel after removing Lubuntu
non-duplicate	glassfish before tomcat	Keyboard light hotkey (Fn + F3 and F4) rarely work on an Asus G60J
non-duplicate	GnuPGInterface Poblem while upgrading hardy to lucid	Sweet Home 3D doesn't work after changing the language
duplicate	What are the minimum system requirements for 12.04 LTS?	System Requirements for Ubuntu 12.0x?
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Error:Opening the cache
non-duplicate	Not able to install the lastest version of Teamviewer on my Ubuntu?	Openconnect problems on Ubuntu 12.04
non-duplicate	How do I use a DV Camcorder as a Webcam?	Unable to list windows shares from terminal
non-duplicate	boot without full network configuration	self contained mp3 application
non-duplicate	any application which could sync pics/videos on ubuntu with picasa web album?	TV tuner card - installation on ubuntu 12.04
duplicate	How do I install Ubuntu?	installation of ubuntu with windows7
non-duplicate	Why does sound stop working after a while?	How to see the directories etc, bin, boot in the file system?
duplicate	scp copy over ssh doesn't work - permission denied error, please?	Why is scp failing with Permission Denied?
duplicate	How to connect and disconnect to a network manually in terminal?	Is there a way to make Ubuntu "forget" a network connection?
duplicate	Is a NVIDIA GeForce with Optimus Technology supported by Ubuntu?	Graphics Card Problems with Lenovo ideapad Z570 w/ Nvidia 520m
duplicate	How can I play encrypted DVD movies?	Movie Player has require plugins, claims DVD encrypted
duplicate	How to customize the Ubuntu Live CD?	How to customize live Ubuntu CD with my own branding?
duplicate	How can I reduce or increase the number of workspaces in Unity?	How can I add more workspaces?
non-duplicate	Use Evolution to back up Gmail "Sent folder"	How to make my own splash screen
duplicate	Error out of disk, grub rescue	get error on boot - fresh install
non-duplicate	Impress text autoscaling broken?	vsftp server configuraton in
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Apt Problem. Can't Update (Total noob)
non-duplicate	My permissions are messed up	Music store - Is it safe to edit tags of music purchased on Ubuntu One?
non-duplicate	gnome-terminal "cannot open location" error	How create symbolik link /dev/usb/lp* and permission change to raw print? Xubuntu 14.04
duplicate	How do I install Ubuntu to a USB key? (without using Startup Disk Creator)	booting off a usb drive
duplicate	My computer boots to a black screen, what options do I have to fix it?	Purple Screen, first time using Ubuntu
duplicate	How to keep processes running after ending ssh session?	Leave Ubuntu server to compute in background
duplicate	Is there a way to tell Nautilus not to generate previews of PDF files?	How to turn off thumbnail previews in Nautilus?
duplicate	How do I quit Banshee?	Banshee still works after I closed it
duplicate	Unity doesn't load, no Launcher, no Dash appears	Everything gone except desktop
non-duplicate	Combo microphone does not work	Apache2 SSL cert, shows contents of redmine directory
duplicate	Ubuntu gets stuck in a Login Loop	can't change screen resolution and login loop
non-duplicate	After tweaking Ubuntu 12.04, desktop only shows default GTK-Theme	Keyboard not working after suspend to ram (sleep)
non-duplicate	No wifi in Ubuntu 14.04	Looking to log memory usage and cpu usage every x interval on a box
duplicate	Chrome shutting down immediately on opening	Chromium web browser segfault hangs (crashes) my ubuntu 12.04
non-duplicate	How to set up a FTP server	How to get the full menu?
duplicate	What are the system requirements for each flavour of Ubuntu Desktop	Will this work on my laptop?
non-duplicate	Suspend/resume issue hp envy m6	Replace the desktop by an application: two exact same set-ups: one works, the other does not
non-duplicate	Wake On Lan (WOL) for Realtek RTL8101E/RTL8102E	Could I have my slept Ubuntu waking up at certain time?
duplicate	Gnome 3 ppa was unstable until April 28th, so is it ok now?	How safe is update to Gnome3?
duplicate	How do I remove a malformed line from my sources.list?	an error occured, please run package manager
duplicate	Long wait time on login	defunct dbus-daemon zombie freezes ssh login for 30 seconds
duplicate	How to open ~/.pam_environment?	Why Ubuntu doesn't load settings from my .bashrc/.profile for apps not started from bash?
duplicate	How can I make fonts look like they do in Windows?	How can I get the browser to render font exactly like Windows 7?
non-duplicate	Make gconftool-2 set wallpaper from root dir	Not booting into grub (boot-repair log included)
non-duplicate	Errors in installation after upgrading from 11.10 to 12.04	Can't update Ubuntu 12.10
non-duplicate	Gnuplot error while CalcHEP process	Many intro questions re ubuntu on nexus 7; dual-boot, capabilities
duplicate	Evolution cannot send mail from Yahoo or Hotmail	Why doesn't Evolution send outgoing emails?
duplicate	How do I find out which version and derivative of Ubuntu is right for my hardware in terms of minimal system requirements?	Which version of Ubuntu should I install on an old PC?
duplicate	How to install software or upgrade from old unsupported release?	Update manager shows errors and software center can only be opened through terminal with some errors in terminal
duplicate	How do I resolve unmet dependencies?	"apt-get -f install" not working
non-duplicate	Text selection CTRL+SHIFT+Cursor Keys in shell?	xrandr - LDVS1 detected but doesn't actually exist
non-duplicate	Use CapsLock/FnLock LED as HDD LED	Ubuntu 13.10 Black Screen Past Grub
duplicate	How do I get the browser to reask me to integrate with a website?	How do I enable a webapp if I refused to in the past?
duplicate	Who makes laptops for Ubuntu?	Laptops that will work with Ubuntu
non-duplicate	13.10 Hangs at splash on reboot after nvidia/bumblebee install	Is it possible to view WebP images in nautilus / photo program?
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	How to fix 'The package lists or status file could not be parsed or opened'?
non-duplicate	No proprietary drivers are in use on this system	How can I dual boot Ubuntu with Windows 7?
non-duplicate	How do I fix Soundwire?	Unicode problem in konsole
duplicate	How do I keep track of failed SSH log-in attempts?	Log file trigger execution of script
non-duplicate	xorg-video-abi-13 dependency problem	German keyboard configuration: "STRG + ALT"-shortcuts doesn't work
non-duplicate	how can I record my acoustic guitar on Linux using Ardour and Rakarrak?	install rxtx under JDK
duplicate	How to safely upgrade from an older Ubuntu version to a newer one?	Upgrade using terminal commands
duplicate	Launcher auto-hides but does not come back	Launcher doesn't re-appear after I select auto-hide
duplicate	Can I skip over releases when upgrading?	How do i upgrade ubuntu from 12.04 to 13.10 ?
duplicate	Nvidia driver doesn't work in 12.10	Unity doesn't work on Nvidia ION
duplicate	What should I do when Ubuntu freezes?	13.04 Freezing (New install, with nothing installed yet e.g. drivers)
duplicate	What should I do when Ubuntu freezes?	Ubuntu Desktop freezes
duplicate	Parental controls with different settings for different users	How To Block Websites in Ubuntu?
duplicate	How to control internet access for each program?	Is there an application firewall for Linux, like ZoneAlarm
duplicate	What's the Best Operating System for Old Computer? Linux	IntelPentium4 for Ubuntu
duplicate	How to restore Windows 7 MBR without a CD	Can Ubuntu repair windows 7 that won't boot?
duplicate	Unable to mount Windows (NTFS) filesystem due to hibernation	How do I mount a hibernated NTFS partition?
non-duplicate	Dash Blur effect	Post installation error , device is not ROOT
duplicate	How can I fix a 404 Error when updating packages?	I can't check for updates
non-duplicate	Installed Ubuntu 14.04 on Acer Aspire 3050 and it wouldn't recognize the wired network card or the wireless	How to launch a VM inside a VMWare player with a shell script?
non-duplicate	Why my wifi network is hidden in Ubuntu, and when I connect it, the connection in my PS3 is felled?	hp EliteBook 8570p wireless button don't turn on
duplicate	What kinds of desktop environments and shells are available?	Remove Unity And Replace With Something Different
duplicate	How do I disable the guest session?	How to disable the guest account via the GUI?
duplicate	How do I enable the "multiverse" repository?	Universe and multiverse software sites for Ubuntu 12.04 LTS
non-duplicate	Help! ASAP with linux	Remove evolution-calendar-factory from startup
